"Id","Date","Time","Question","Details","Answer","Notes","Entered By","What type of questions?","What tools were used?","What forms were used?","If Technology Question:","Was the patron referred elsewhere?"
"o15351072","2017-04-14","07:53","","","767437","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o15338432","2017-04-13","06:55","","","761192","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o15307337","2017-04-11","07:08","","","751390","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o15291184","2017-04-10","06:55","","","747198","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o15285592","2017-04-09","11:14","","","744975","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o15278874","2017-04-08","09:31","","","743528","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o15267953","2017-04-07","06:54","","","740296","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o15247901","2017-04-06","06:56","","","739413","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o15229230","2017-04-05","06:56","","","728724","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o15208542","2017-04-04","06:48","","","723073","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o15188088","2017-04-03","06:53","","","716915","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o15180553","2017-04-02","11:30","","","713870","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o15176117","2017-04-01","09:48","","","A002408<br />
P712177","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o15164249","2017-03-31","06:43","","","709435","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o15146096","2017-03-30","06:52","","","703514","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o15126556","2017-03-29","06:50","","","697732","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o15104520","2017-03-28","06:50","","","692680","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o15082453","2017-03-27","06:50","","","686882","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o15074436","2017-03-26","11:00","","","685623","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o15059272","2017-03-24","08:03","","","A002297<br />
P685295","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o15041331","2017-03-23","09:11","","","A002292<br />
P684850","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o15018692","2017-03-22","08:22","","","684356","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14996885","2017-03-21","07:58","","","683950","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14974494","2017-03-20","07:58","","","683384","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14963343","2017-03-18","09:53","","","A002269<br />
P683132","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14952957","2017-03-17","08:00","","","680654","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14943013","2017-03-16","13:07","","","","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14937573","2017-03-16","08:30","","","P674855","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14929697","2017-03-15","10:25","","","672205","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14776224","2017-03-13","06:32","","","665798","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14770668","2017-03-12","11:09","","","662613","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14767052","2017-03-11","10:10","","","A002172<br />
P661060","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14754578","2017-03-10","06:37","","","657656","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14735092","2017-03-09","06:41","","","651586","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14713735","2017-03-08","06:57","","","645155","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14691192","2017-03-07","07:02","","","639712<br />","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14668941","2017-03-06","06:53","","","633652","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14660820","2017-03-05","11:01","","","630309","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14656600","2017-03-04","09:51","","","A002075<br />
P629814","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14643068","2017-03-03","06:50","","","625739<br />
","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14622301","2017-03-02","06:45","","","619564","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14601048","2017-03-01","07:15","","","613823","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14575653","2017-02-28","06:58","","","607764","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14549046","2017-02-27","06:47","","","601296","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14540138","2017-02-26","11:12","","","597544","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14535796","2017-02-25","09:45","","","A001980<br />
P585882","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14503696","2017-02-23","07:41","","","586531","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14482712","2017-02-22","09:16","","","580137","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14456006","2017-02-21","07:39","","","574594","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14436824","2017-02-20","08:01","","","571324","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14427851","2017-02-19","11:04","","","570360","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14423828","2017-02-18","09:49","","","A001905<br />
P569682","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14387333","2017-02-17","06:43","","","566997","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14367557","2017-02-16","06:57","","","561119","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14346666","2017-02-15","06:42","","","555585","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14327053","2017-02-14","07:03","","","551357","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14304836","2017-02-13","06:41","","","545323","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14292717","2017-02-11","09:45","","","P543984<br />
A001820","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14280491","2017-02-10","08:14","","","54966","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14263178","2017-02-09","07:27","","","539937","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14240175","2017-02-08","06:49","","","535477","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14219439","2017-02-07","06:43","","","531013","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14197022","2017-02-06","08:04","","","525768","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14190129","2017-02-05","11:12","","","523713<br />
","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14188862","2017-02-04","18:09","","","54","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14185544","2017-02-04","09:46","","","P522519<br />
A001743","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14171711","2017-02-03","07:52","","","519610","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14151325","2017-02-02","08:14","","","515121","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14128634","2017-02-01","06:50","","","510560","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14106247","2017-01-31","06:56","","","506443","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14082940","2017-01-30","08:00","","","501434","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14075453","2017-01-29","11:40","","","498943","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14070063","2017-01-28","10:02","","","A001667<br />
P497964","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14056211","2017-01-27","06:49","","","495414","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14037122","2017-01-26","06:47","","","491098","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o14013208","2017-01-25","06:53","","","487450","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13995427","2017-01-24","10:24","","","484687","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13968085","2017-01-23","06:29","","","481256","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13962207","2017-01-22","11:22","","","480717","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13944327","2017-01-20","06:50","","","480378","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13925711","2017-01-19","06:43","","","479900<br />
","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13905468","2017-01-18","06:58","","","479543","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13882176","2017-01-17","06:39","","","479105","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13692554","2017-01-13","06:56","","","478729","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13677745","2017-01-12","07:02","","","477903","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13662650","2017-01-11","06:52","","","477584","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13602966","2017-01-10","06:45","","","477136","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13587826","2017-01-09","06:44","","","476798","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13574812","2017-01-06","06:30","","","476528","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13564910","2017-01-05","06:24","","","476261","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13509167","2017-01-04","06:31","","","475977","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13495707","2017-01-03","06:30","","","469478","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13484284","2016-12-23","06:38","","","475258","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13479388","2016-12-22","06:56","","","473298","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13477966","2016-12-21","16:09","","","189","","Circulation Student","Gate Count","Other Internet Site","blank","blank","blank"
"o13474229","2016-12-21","06:55","","","468767<br />
","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13466747","2016-12-20","06:49","","","464188","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13374428","2016-12-19","06:54","","","457077<br />
","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13372173","2016-12-18","11:07","","","451915","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13361497","2016-12-16","07:07","","","445,775<br />
","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13350661","2016-12-15","07:49","","","438955","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13320397","2016-12-14","06:44","","","432130","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13303290","2016-12-13","06:56","","","426169","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13287378","2016-12-12","09:34","","","420309<br />
","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13279029","2016-12-11","11:16","","","416728","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13261343","2016-12-09","06:43","","","410448","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13232116","2016-12-08","07:06","","","403251","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13210704","2016-12-07","07:03","","","398795<br />
","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13186572","2016-12-06","06:59","","","389712","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13162761","2016-12-05","08:00","","","382747","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13153492","2016-12-04","11:02","","","378914","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13134919","2016-12-02","06:43","","","372899","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13114780","2016-12-01","06:29","","","365526","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13094892","2016-11-30","06:30","","","358468<br />
","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13073905","2016-11-29","06:43","","","352570","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13050951","2016-11-28","06:13","","","346592","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13045785","2016-11-27","11:14","","","345485","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o13022478","2016-11-23","06:33","","","345122","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12984303","2016-11-21","06:46","","","337147","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12977747","2016-11-20","11:24","","","333711","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12972159","2016-11-19","10:02","","","A0001026<br />
P331701","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12933764","2016-11-18","06:51","","","329316","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12914295","2016-11-17","06:46","","","322540","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12893726","2016-11-16","06:50","","","316517<br />
","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12872535","2016-11-15","06:56","","","311285","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12847247","2016-11-14","06:48","","","305188<br />
","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12839998","2016-11-13","11:13","","","302461","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12824063","2016-11-11","07:57","","","297161","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12804268","2016-11-10","06:43","","","291495","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12784948","2016-11-09","06:41","","","285907","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12764943","2016-11-08","06:57","","","280936","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12741278","2016-11-07","08:04","","","275265<br />
","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12732886","2016-11-06","11:24","","","272938","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12726929","2016-11-05","10:03","","","P271760, A000886","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12713401","2016-11-04","06:31","","","268752","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12692522","2016-11-03","06:32","","","263466","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12670875","2016-11-02","06:38","","","257663","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12647547","2016-11-01","06:10","","","252341","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12624092","2016-10-31","06:49","","","247326","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12617124","2016-10-30","11:29","","","245018","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12578576","2016-10-27","06:24","","","233774","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12554871","2016-10-26","07:54","","","228167","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12529070","2016-10-25","06:50","","","222736","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12502545","2016-10-24","06:49","","","217023","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12494839","2016-10-23","11:27","","","214625","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12490199","2016-10-22","10:00","","","P213586; A000743","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12477009","2016-10-21","06:43","","","210447","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12456852","2016-10-20","06:48","","","204658","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12434812","2016-10-19","06:49","","","198454","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12384198","2016-10-17","06:46","","","188266","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12376105","2016-10-16","11:27","","","184378","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12358852","2016-10-14","06:47","","","178179","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12336899","2016-10-13","06:42","","","172139","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12313240","2016-10-12","06:44","","","167209","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12290627","2016-10-11","06:53","","","165493","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12242217","2016-10-07","06:48","","","163039","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12221551","2016-10-06","07:00","","","157242","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12198674","2016-10-05","06:48","","","150591","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12173463","2016-10-04","06:40","","","144383","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12143478","2016-10-03","06:51","","","130107","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12135163","2016-10-02","11:25","","","134966","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12130683","2016-10-01","10:02","","A000543/P133552","","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12091200","2016-09-30","06:46","","","130290","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12066748","2016-09-29","06:20","","","124510<br />
","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12041302","2016-09-28","06:33","","","118442","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o12015218","2016-09-27","08:11","","","112580","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o11977423","2016-09-26","08:15","","","107002","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o11966152","2016-09-25","11:35","","","103737","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o11959146","2016-09-24","10:17","","","102197","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o11917676","2016-09-22","06:58","","","93229","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o11890760","2016-09-21","06:49","","","87420","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o11868671","2016-09-20","10:12","","","82459<br />
","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o11836235","2016-09-19","06:50","","","76258","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o11825494","2016-09-18","11:27","","","73784","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o11806449","2016-09-16","06:29","","","68680","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o11708802","2016-09-15","06:39","","","63616<br />
","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o11682374","2016-09-14","06:37","","","58925","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o11657828","2016-09-13","07:28","","","54276","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o11611427","2016-09-12","06:19","","","48914","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o11603166","2016-09-11","11:22","","","46315","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o11598433","2016-09-10","09:27","","","45079","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o11584003","2016-09-09","07:04","","","42068","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o11557401","2016-09-08","07:07","","","37337","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o11532298","2016-09-07","06:59","","","32722","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o11319204","2016-09-06","06:53","","","28008","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o11287348","2016-09-02","08:07","","","25001","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o11265524","2016-09-01","08:02","","","20135","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o11158410","2016-08-31","08:12","Gate count","","15785","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o11128515","2016-08-30","06:52","","","11809","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o11100150","2016-08-29","06:50","","","7978","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o11045577","2016-08-26","06:52","","","6164<br />
","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o11027183","2016-08-25","06:42","","","5469","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o11007569","2016-08-24","06:53","","","4940","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o10987754","2016-08-23","06:48","","","4412","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o10967481","2016-08-22","07:00","","","4002","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o10932106","2016-08-19","06:51","","","3682<br />
","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o10919813","2016-08-18","06:47","","","3326","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o10907172","2016-08-17","06:55","","","2955","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o10895752","2016-08-16","07:56","","","2664","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o10883147","2016-08-15","06:49","","","2301","","Circulation Student","Gate Count","blank","blank","blank","blank"
"o10796353","2016-08-12","07:07","","","1870 on 8/12/16","","Circulation Student","Gate Count","blank","blank","blank","blank"
